Census_Tract,Year,PM2.5,Diabetes,Percent_Black_Only,Percent_American_Indian_and_Alaska_Native_Only,Percent_Hispanic,Education,Linguistic_Isolation,Unemployment,Poverty,latino_bin
6059011504,2016,11.89,4.6,2.1,0.4,31.3,9.3,15.2,8.2,31.6,1
6059011601,2016,11.7804,9.5,4.3,0.1,72.8,34.5,38.2,8.2,27,1
6059011602,2016,11.7804,12,1.9,0,79.8,38.3,40.2,5.4,15.2,1
6059011707,2016,11.9967,7.5,2.3,0,20,2.4,8.4,3.3,9.3,0
6059011708,2016,11.89,5.9,4.1,0,27.4,4.8,14.3,4.5,25.3,0
6059011711,2016,11.89,5.9,2.7,0.1,42.1,23.4,26,4.6,17.1,0
6059011712,2016,11.89,3.4,1.7,0.1,42.1,18.3,22,7.8,10.6,1
6059011714,2016,11.89,5,3.2,0,53.8,12.3,15.3,1.7,7.4,0
6059011720,2016,11.89,10.1,1.7,0,89,60.3,41,6.8,31.5,0
6059011722,2016,11.89,12.7,3.9,0,40.1,18.3,13.2,6.7,8.7,1
6059021807,2016,11.9775,7.8,0.8,0.4,28.2,5.7,6.8,7.8,8.9,0
6059021812,2016,11.8685,7.3,1.8,0,25.7,4.1,8.2,3.8,2.5,0
6059021903,2016,11.8685,8.7,3.1,0,25.4,10.5,13.7,2.9,4.8,0
6059021905,2016,11.9775,8.5,1.5,0,22.6,5.4,10.1,5.6,2.4,0
6059021912,2016,11.7397,8.1,0.2,0.2,13.6,4.7,5.6,2.1,3.9,0
6059021913,2016,11.5533,10,1,0,64.8,27.5,25.8,4.3,9.1,0
6059021914,2016,11.5533,7.9,1.1,0.4,28.4,7.7,9.4,3.3,9.8,0
6059021915,2016,11.7112,9.35,1.2,0,18.8,6.7,9.4,3,5.6,0
6059021916,2016,11.7112,8.9,1,0,10,1.7,7.8,5,1.1,0
6059021917,2016,11.6222,8.7,0.1,0,18.6,1.5,4.9,6.3,3.9,0
6059021918,2016,11.5533,9.3,0,0.8,25.9,10.9,9.1,3.4,11,0
6059021919,2016,11.7397,9,1,0,26.4,4.7,9.5,6.4,3.5,0
6059021920,2016,11.7397,7.75,0.6,0.8,15.1,4.8,10.1,2.6,3.5,0
6059021921,2016,11.9775,8.3,1.1,0,13.8,3.1,7.2,3.6,2.5,0
6059021922,2016,11.9775,7.7,2.2,0,15,4,8.5,3.7,6.7,0
6059021923,2016,11.7944,5.8,3.7,0,11.8,2.3,8,3.2,3.9,1
6059021924,2016,11.7944,7.5,2.4,0,22.5,5.9,7.9,3.9,6.2,0
6059032002,2016,11.0324,8.4,0.6,0.2,18.8,10.2,15.7,1.9,5.4,0
6059032003,2016,11.0324,8.5,0.2,0,15.9,6.4,3.5,5.4,6.1,1
6059032012,2016,11.0324,8.2,0.2,0,22.7,3.4,6.9,4.8,6.2,1
6059032013,2016,9.63217,8.2,4.9,0.5,5.9,4.9,8.7,2.9,3.9,0
6059032014,2016,10.8078,12.3,4.3,0.2,49.8,28.2,28.5,2.6,23,0
6059032015,2016,10.8078,9.4,0.7,0,18.7,11.4,10.7,2.1,8,0
6059032020,2016,11.0324,7.5,0.2,0,16.7,1.2,8.6,2.1,1.4,0
6059032022,2016,9.63217,8.3,1.4,0.1,47.3,16.1,14.2,6,9.9,0
6059032027,2016,11.1559,6.65,1.3,0,39.3,10.8,18.4,3.1,10.5,0
6059032028,2016,11.0324,7.2,0,0,23.1,11.4,16.4,5.7,6.1,0
6059032029,2016,11.1559,6.7,1.4,0,16,5.1,9.1,3.5,4.2,0
6059032030,2016,11.1559,8.4,0,0,21.6,8.3,10.4,5.5,3.7,0
6059032031,2016,11.1559,7.5,0,0,17.6,2.6,5.9,1.9,3,0
6059032032,2016,11.1559,8.2,0.4,0,18.2,6.4,6.1,2.9,4.9,0
6059032033,2016,11.1559,6.4,2.8,0.4,19.6,5.2,11.2,3.8,4.9,0
6059032034,2016,10.8486,7.1,2.4,0.4,12.8,2.6,6.2,3.8,1.1,0
6059032035,2016,11.1559,9.2,0.9,1.1,11.9,4,6.4,4,3.5,0
6059032036,2016,11.0324,9.5,0,0.2,25.6,7.4,9,6.1,8.1,0
6059032037,2016,11.0324,12,2.5,0,6.5,3.9,4.5,1.8,5.7,0
6059032038,2016,11.0324,7,0,0,11.7,4.1,3.3,2.7,1.3,0
6059032039,2016,9.63217,6.8,2.7,0,16,3.6,15.4,8.4,5.8,0
6059032040,2016,11.0324,7.8,2.3,0,7.9,2.7,4.8,4.8,2.3,0
6059032047,2016,11.1559,6.2,1.9,0.4,18.6,3.8,8.1,5.1,6.1,1
6059032048,2016,10.8486,11.4,2.8,0,12.5,3.5,5.7,1.3,7,0
6059032049,2016,10.8486,6.3,1,0,13.6,2.7,7.7,2.7,5.4,0
6059052404,2016,11.485,3.4,3.9,0.9,31.8,20.2,16.2,0,0,0
6059052408,2016,10.9102,8,0,1.4,9.6,2.8,5.1,3.3,3.7,0
6059052410,2016,10.9102,10.2,5.3,0,22.9,14.4,14.9,5.9,9.8,0
6059052411,2016,10.9102,8.8,2,0,37.5,15.4,17.1,3.7,7.1,0
6059052415,2016,10.9102,8.1,6.6,0.2,10.7,1.7,5,7,2.4,0
6059052416,2016,10.9102,9.2,3,0.7,42.3,16,18.2,3.3,6.2,0
6059052417,2016,11.4858,9.2,1.6,0,9.5,5.8,18.4,1.4,5.9,0
6059052418,2016,11.4858,5.4,1.8,0.3,7.6,1.8,20.4,4.9,8.9,0
6059052419,2016,11.6222,6.7,0,0,6.2,2.9,14.3,5.6,0.7,0
6059052420,2016,11.4566,6.5,2.1,0,4.9,4.5,19,3.3,7.1,0
6059052421,2016,11.4566,7.8,1.4,0,8.4,5.8,18.5,6.7,4.5,0
6059052422,2016,11.5529,6.5,0.5,0.3,14.9,1.9,4.2,2.6,2.9,0
6059052423,2016,11.1559,6.6,0.7,0.2,24,7,12.3,3.7,14.6,0
6059052424,2016,11.1559,6.9,0.3,0,20.3,4,11.1,4.3,6,0
6059052425,2016,11.1559,7,3,0,21.5,3.2,8.1,1.9,13.1,0
6059052426,2016,11.4566,5.2,0.6,0.2,7.3,0.2,13.7,3.4,7.6,0
6059052427,2016,11.5529,5.8,1.6,0,11.8,1.7,6.7,3.3,1,0
6059052428,2016,11.5529,5.9,0.8,0,13.1,1.8,2.7,3.7,1.7,0
6059052502,2016,11.4269,8.6,0.5,0,25.2,8.6,14.4,4.3,4.5,0
6059052505,2016,11.4858,10.4,2.8,0,17.5,7.3,14.7,4.5,10.1,0
6059052506,2016,11.4858,8.7,1.8,0.2,11.8,4.4,8.5,4.2,6.3,0
6059052511,2016,11.4564,8.5,1.7,0.2,5.5,4.4,20.2,2.8,6.4,0
6059052513,2016,11.4858,8.1,0.5,0.5,7.5,3.9,9.7,3.2,11.3,0
6059052514,2016,11.0185,7.9,0.3,0,11.2,3.4,10.8,6.9,11,0
6059052515,2016,11.4564,6.7,0.4,0,10.7,4.1,20,4.1,11.3,0
6059052517,2016,11.4858,5.9,5.5,0,5.2,2.1,17.9,5.8,10.6,0
6059052518,2016,10.5288,3.6,2.1,0,8.4,0.4,15.6,4,14.2,0
6059052519,2016,11.4564,6.6,2.3,0,6.5,1.5,12.6,3.1,12.8,0
6059052520,2016,11.4564,8.5,0,0,6.5,4.4,15,3.8,9.6,0
6059052521,2016,11.4564,6.4,1.8,0.3,17.3,2.6,21.9,2.8,16.7,0
6059052522,2016,11.4564,7.2,0.6,0,8.6,2.7,20.1,1.4,10,0
6059052523,2016,11.4564,7.3,1,0,10.5,3.7,18.7,3.8,13.4,0
6059052524,2016,11.4269,7.3,3.3,1,32.9,8.2,11.3,7.4,15.6,0
6059052525,2016,11.4566,7,2.9,0,9,3.4,15.8,3.5,6.8,0
6059052526,2016,11.4858,8.2,1.8,0,15.2,9.5,15.4,5.6,6.1,0
6059052527,2016,11.4564,8.2,7.1,0,6.6,4.4,19.5,3.3,9,0
6059052528,2016,11.4564,8,0.9,1.1,25,7.9,14.2,2.5,7.9,0
6059062604,2016,10.5288,5.5,0,0,7.3,0.1,5,4.7,3.7,0
6059062610,2016,10.9489,5,2.7,0,10.3,4.2,16.2,6.1,18.6,0
6059062611,2016,11.0185,7,7.4,0,11,3.8,18.6,6.3,35.9,0
6059062612,2016,11.0185,8.8,0,0,4.2,3.6,15.9,5.4,14.7,0
6059062614,2016,11.0185,3.4,1.5,0.2,21.8,0.5,11,2.7,44.7,0
6059062626,2016,11.0185,5.1,1.1,0,16.3,4.2,10.1,6.1,61.3,0
6059062627,2016,11.0185,9.7,1.3,0,13.7,8.5,17.1,4.5,39,0
6059062628,2016,11.0185,6.4,1.3,0,11.3,1.6,18.1,3.3,12.1,0
6059062629,2016,11.0185,8.5,0.1,0,3.7,3.1,12.7,3.7,5.1,0
6059062630,2016,11.0185,9.1,0,0,4.6,1.1,7.6,2.8,4.9,0
6059062631,2016,11.0185,8.7,0.4,0.4,3.7,2.4,13.6,4.4,1.8,0
6059062642,2016,10.2962,10.6,0,0,5.4,0.4,3.4,0,10.6,0
6059062643,2016,10.0711,7.9,0,0.4,3.4,1.3,4.9,1.5,2.4,0
6059062644,2016,10.2962,7.2,0,0,7.7,2.8,2.3,3.2,9.6,0
6059062645,2016,10.0711,7.6,0,0,7.5,1.1,3.4,3.8,3.6,0
6059062701,2016,10.2962,7.8,2.9,0,9.6,2,2.4,0,2.6,0
6059062702,2016,10.2962,7.2,0,0.6,11.6,2.2,1.3,2.7,5.1,0
6059062800,2016,10.3786,7.9,0.2,0,7.4,2.1,2.4,6.7,14.5,0
6059062900,2016,10.3786,10.1,0,0.3,5.1,0.8,2.8,2.4,4.7,0
6059063004,2016,10.9489,8.3,1.9,0,6.8,4.3,5.9,2.9,6.5,0
6059063005,2016,10.2962,9,1.9,0,2.7,0.4,3.8,0.8,7.1,0
6059063006,2016,10.2962,9.1,0,0,4.6,0.5,0.4,4,3.6,0
6059063007,2016,10.9489,7.4,0,0,6.5,2.1,0.9,2.3,5.8,0
6059063008,2016,10.2962,10.3,0,0,4.6,-0.1,6.6,1.2,8.8,0
6059063009,2016,10.9489,8.7,0,0,6.4,2.6,4.8,4.3,6.2,0
6059063010,2016,10.9489,6,2.1,0,4.5,0.5,1.7,7.1,4.3,0
6059063101,2016,10.9489,7.55,2.8,0,25,7.9,8.8,4.7,13.9,0
6059063102,2016,10.9489,7.1,0.1,0,20.2,3.8,5,5,8.5,0
6059063103,2016,10.9489,8.25,0.4,0.3,14.6,4.7,0.5,4.7,12.9,0
6059063201,2016,10.4227,6.7,0.5,0,21,6.3,6.3,1.3,10.5,0
6059063202,2016,10.4227,8.1,0.3,0,17.8,9.1,11.6,4.3,6.8,0
6059063301,2016,10.4227,5.2,0,0,15.6,3.6,1.7,7.6,13.7,1
6059063302,2016,10.4227,6.3,0.5,0,7.6,3.2,0.5,3.7,7.4,1
6059063400,2016,10.3786,7.8,0.3,0.4,4.7,1.2,2.3,2.9,4.9,1
6059063500,2016,10.3786,5.5,0,0.9,10.4,2.8,2.1,3.5,8,1
6059063601,2016,10.4227,7.85,0.1,0,32.5,15.1,16.4,5.8,8.3,0
6059063603,2016,10.4227,7,0.5,0,20.3,5.4,3.5,3.7,8.1,0
6059063604,2016,10.4227,11,0,0,56.1,33.1,27.3,3.5,20.7,0
6059063605,2016,10.4227,10.4,0.6,0,74.8,47,33.9,8.4,34,0
6059063701,2016,10.4227,10.5,1,0,79.6,37.6,31.2,6.4,29.2,0
6059063702,2016,10.4227,8.9,0.8,0,54.4,26.8,28.5,4.2,18.4,1
6059063802,2016,11.0424,9.7,1,0,28.2,7.5,9,4.8,2.4,0
6059063803,2016,10.4227,8.2,0.4,1,30.7,11.8,12.5,6.5,9,1
6059063805,2016,11.0424,8.7,0,0,14.6,5.9,3,4.4,9.8,1
6059063806,2016,11.0424,8.6,3.3,0.2,23.1,6.9,5.7,1.4,4.3,0
6059063807,2016,10.4227,7.2,4.1,0.5,24.5,8.2,11.2,2.8,16.8,1
6059063808,2016,10.4227,10,0,0,74.1,41.7,34.9,6.3,28.9,0
6059063902,2016,11.0424,6.3,4.6,0,29.3,12,13.7,4.5,13.2,0
6059063903,2016,11.0424,9.8,3.1,0.6,39.8,19,16.6,4.5,7.7,1
6059063904,2016,10.9489,9.4,0.5,0,44.2,25.7,19.8,2.7,11.5,1
6059063905,2016,10.4227,7.5,1.6,0,21.1,6.8,7.2,2.7,8.5,1
6059063906,2016,10.4227,6.2,0.9,0,47.9,16.7,18.5,8.1,9.6,1
6059063907,2016,11.0424,5.8,6.3,0.3,13.9,0.9,8.4,4.8,7.6,1
6059063908,2016,11.1565,6.7,3.6,0.2,24.4,10.6,14.6,3.2,7.5,1
6059074003,2016,11.1565,8.1,0.7,0.1,63.2,25.4,28.5,7.4,13,1
6059074004,2016,11.1565,9.9,1.9,0,57.4,24.3,26.7,7.5,8.1,0
6059074005,2016,11.1565,11.6,1.1,0,74.7,42.7,37.8,4.3,17.8,1
6059074006,2016,11.1565,7.6,5.1,0,67.4,23.1,25.6,4,12.4,1
6059074102,2016,11.5473,11.3,0.8,0.2,84.7,49.7,42.9,3.9,12,1
6059074103,2016,11.5473,10.9,0,0.6,89.2,42.1,44.6,4.1,12.2,1
6059074106,2016,11.0424,8.7,1.6,0,68.2,26.4,23.4,2.9,10.8,1
6059074107,2016,11.1565,6.7,0.8,0,39.2,9.2,19,4.1,5.9,1
6059074108,2016,11.5018,11.5,3.4,0,87.4,46.6,40.9,3.5,15.6,1
6059074109,2016,11.5018,11,0.2,0,87.2,54.1,50.1,7.8,15.2,1
6059074110,2016,11.0424,11.1,0.9,0.4,45.8,22.2,27.6,4.4,10.8,1
6059074111,2016,11.1565,9.8,0.9,0,62.4,23.9,25,3.7,8.1,1
6059074200,2016,11.5473,10.7,0,0.1,93.6,52.8,40.1,5.1,14.5,1
6059074300,2016,11.5473,11.1,0.5,0.1,94.6,53.4,41.5,5.6,24.8,1
6059074403,2016,11.5473,10.5,0,0,94.7,59.6,49.1,4.2,24.1,1
6059074405,2016,11.5473,11.4,1.4,0,90,51.8,45.2,1.7,31.7,1
6059074406,2016,11.5473,12,1.3,0.1,89.5,56.9,48,3.6,24.4,1
6059074407,2016,11.4269,10.55,0.9,0,83.5,46.5,35.6,4.3,32.7,1
6059074408,2016,11.4269,9.9,1.7,0,83.2,40.9,30.3,3.3,15,1
6059074501,2016,11.5473,12.9,0.7,0.1,92.3,62.6,55.5,4.2,44.2,1
6059074502,2016,11.5473,12.3,0,0,94,56.9,43.8,4.9,24.5,1
6059074601,2016,11.5473,11.1,0,0.1,91.6,52.1,46.6,4.8,14.3,1
6059074602,2016,11.5473,11.8,0,0,97.6,64.9,53.1,3.2,24.9,1
6059074701,2016,11.5473,12.8,0.2,0,90.7,63.3,46.1,3.1,19.6,1
6059074702,2016,11.5473,11.8,0,0,94.7,56.3,46.5,4.8,23.4,1
6059074801,2016,11.5473,12.8,1.6,0,93.7,60.7,52.6,6.2,19.6,1
6059074802,2016,11.5018,12.5,0.5,0,88.5,57,52.2,3.1,28.3,1
6059074803,2016,11.5018,11.9,0.5,0,73,50.9,46.9,6.5,14.6,1
6059074805,2016,11.5018,11,1.2,0,95.7,64,46.7,5.9,31.3,1
6059074806,2016,11.5473,13.3,0.9,0,92.1,55.5,54,8.2,39.1,1
6059074901,2016,11.5473,12.9,0,0.1,95.5,62.8,61.6,6.1,25.4,1
6059074902,2016,11.5473,11.9,0.1,0,96.1,67.9,59,4.9,32,1
6059075002,2016,11.5473,14.9,0.4,0,87.4,57.8,59.7,2.2,36.7,1
6059075003,2016,11.5473,11.1,0.1,0,96,64.2,62.7,3.8,38.7,1
6059075004,2016,11.5473,11.5,1.9,0,93.8,54.2,55.2,3.7,50.9,1
6059075100,2016,11.5473,11.1,1.4,0,76.4,41.7,39.9,2.9,22.5,1
6059075201,2016,11.5018,12.6,0,1.9,89.9,55.8,45.6,5.9,23,1
6059075202,2016,11.5473,12,0.2,0.2,90.8,53.4,51.4,7.7,22.3,1
6059075301,2016,11.6628,10.5,1.2,0,66.7,28.4,32.6,5.9,21.1,1
6059075302,2016,11.6628,10,0.9,0,80.4,32.5,36.2,10.1,16.6,0
6059075303,2016,11.6628,10.7,0.3,0,50.6,14.6,25.1,2.3,11.4,1
6059075401,2016,11.6628,10.7,0.3,0,46.7,23.8,24.6,5.2,12.2,0
6059075403,2016,11.4269,9.6,0.9,1.4,66.4,34.4,30.8,5.4,9.4,1
6059075404,2016,11.6628,9,4.7,0.6,63,17,23.8,4,12.7,1
6059075405,2016,11.5533,10.9,0.8,0,54.9,16.4,17.8,4.7,8.3,1
6059075504,2016,11.4269,8,1.2,0.2,31.8,15.9,11.3,6.8,6.6,1
6059075505,2016,11.4269,8.9,2.8,2,37.8,12.7,12.2,3.5,7.9,1
6059075506,2016,11.4269,10.1,1.7,0.4,26.8,8.8,12.7,4.9,4.5,0
6059075507,2016,11.4269,7.9,3.2,0.2,46.8,14.4,21,6.5,13.5,0
6059075512,2016,11.4269,9.1,9.4,0,52.3,16.6,21.3,4,20.8,0
6059075513,2016,11.4269,8.7,3.5,0,61,23.3,27.5,5.1,9.3,0
6059075514,2016,11.4269,10,3.6,0,68.3,39.8,35.7,5.8,25.3,0
6059075515,2016,11.4564,6,1.7,0.1,38.6,12.7,22,4.4,20.3,1
6059075603,2016,11.4269,6.2,0.3,0.5,19.4,2.9,5.8,1.1,5.4,1
6059075604,2016,11.6222,9,0.1,0.4,12.8,2.8,7.9,5,3.8,1
6059075605,2016,11.6222,7.3,2.3,0.3,12.6,3.5,4.2,1.9,5.9,1
6059075606,2016,11.4566,7.6,0.2,0.8,9.2,1.8,8.5,1.8,3.6,0
6059075607,2016,11.4566,6.9,1.6,0.5,9.9,1.7,12.6,2.6,11,0
6059075701,2016,11.5533,9.35,2,1,44.9,19.9,15.6,4.3,8.1,0
6059075805,2016,11.5533,9.2,0.5,0.2,46,21.2,17,4.6,23,1
6059075806,2016,11.5533,11.45,0.6,0,51,27.2,34.9,5.6,16,1
6059075807,2016,11.5533,9.7,0.6,0,42.3,17.7,22.5,4,10.2,0
6059075808,2016,11.5533,9.3,1.4,1.4,25.6,6.2,4.1,5.5,5.9,0
6059075809,2016,11.7112,9.7,2.4,0,8.3,3.3,5.9,5.7,4.2,1
6059075810,2016,11.7112,8.8,2.5,0,9.9,5.4,10.2,3.7,8,1
6059075811,2016,11.7112,8.8,0.4,0,53.7,23.6,26.7,4,18.7,0
6059075812,2016,11.7112,9.4,1.2,0,51.2,23.8,22.8,6.3,19.8,1
6059075813,2016,11.7112,8.95,1.3,0,22.8,6.8,12.1,4,7.9,1
6059075814,2016,11.7112,8,1.4,0,12.9,6.6,12.3,4.7,4.5,1
6059075815,2016,11.5533,9.1,7.6,0,36.9,13.9,11.8,7.6,11.3,1
6059075816,2016,11.5533,9.2,1.7,0,48.1,23,21.5,4,16.6,1
6059075901,2016,11.6628,8.9,1.1,0.2,37.7,20.4,13.8,6.1,27.4,0
6059075902,2016,11.6628,7.65,0.7,0,39.5,13,14.4,4.1,15.1,1
6059076000,2016,11.6628,9.3,1.4,0.2,49.9,11.9,14.7,6.7,11.3,1
6059076101,2016,11.6628,5.2,1.7,0,45,12.8,16.1,7.8,10.1,1
6059076102,2016,11.6628,9.3,7.1,0.7,44.9,29.9,27.5,1.8,20.1,0
6059076103,2016,11.5868,9.95,2.1,0,60.7,33.6,37.2,3.6,19.5,0
6059076201,2016,11.7754,7.8,1,0.6,30.8,11.8,9.9,2.1,8.2,1
6059076202,2016,11.7112,8.3,0.7,0.8,36.5,13.5,13.8,4.8,8.7,1
6059076204,2016,11.7754,10.8,1,1.8,72.4,38.2,34.7,7.7,29.4,1
6059076205,2016,11.6628,6.5,0.8,0,34.4,18.2,9,3.7,13.8,1
6059076206,2016,11.5533,10.1,0,0,39.3,21.5,17.3,4.1,9.6,1
6059076208,2016,11.7754,9.6,0.8,0.4,38,11.4,13,5,11,1
6059086301,2016,11.6554,11.1,0.7,0,72.1,30.4,29.2,4.1,14.5,1
6059086303,2016,11.7754,7.7,2.3,0,43.8,9.3,17.8,1.5,10.1,1
6059086304,2016,11.7754,9.8,0.4,0,55.6,19.1,24.9,4.7,18.4,1
6059086305,2016,11.7754,9.7,2.5,0,42.7,12.1,18.4,4.4,12.6,1
6059086306,2016,11.7754,9.2,2.4,0,53.9,22.2,28.3,2.8,12.8,1
6059086402,2016,11.7754,10,1.5,0,67.5,29.1,23.8,7.8,16.9,1
6059086404,2016,11.6554,10.6,0.1,0.1,78.9,34.8,36.9,4.6,13.5,1
6059086405,2016,11.6554,11.6,2.6,0.7,83,49.9,37.7,4.6,29,1
6059086406,2016,11.7754,8.1,1.3,0,62,22.4,27.1,4.2,7.9,1
6059086407,2016,11.7754,9,1.1,0.4,60.7,24,27.7,8.2,15.3,1
6059086501,2016,11.6554,11.5,1.2,0,83.8,47.4,38.8,3.8,21.4,1
6059086502,2016,11.6554,11.2,2.5,0,86.2,53.1,43.9,7.3,25.8,1
6059086601,2016,11.6554,12,4.4,0,83.3,37.1,33.1,9.6,26.9,0
6059086602,2016,11.6554,11,1.6,0,66.4,30.8,31.9,7,27.1,1
6059086701,2016,11.6085,8.4,0.8,0,52.1,16.5,25.6,5.8,11.3,1
6059086702,2016,11.6554,10,0.5,1.2,71.6,34.6,32.2,4.8,21.5,1
6059086801,2016,11.6085,9.65,0.8,0,41,16.9,18.1,4,6.5,1
6059086802,2016,11.6085,11.2,4.9,0,55.8,27.4,34.6,5.8,15.2,1
6059086803,2016,11.6085,12.75,0.8,0,43.9,17.2,25.2,3.4,17.2,1
6059086901,2016,11.4421,11.5,7.3,0.1,48.2,23.7,29.2,6.4,26.2,1
6059086902,2016,11.6085,11.8,5.2,0,29,17.2,24.1,3.6,12.2,1
6059086903,2016,11.6085,10,0.5,0.1,61.4,22.5,27.5,5.6,19.6,1
6059087001,2016,11.6085,10.9,8.2,0,48.7,21.1,29.9,3.8,21.6,1
6059087002,2016,11.6085,10.5,0.9,0,52,26.2,28.6,9.8,17.7,1
6059087101,2016,11.6085,8.7,6.3,0,38.6,17.5,33.2,2.9,11.2,1
6059087102,2016,11.6085,8.5,2.5,0,61.3,17.6,21.6,7.3,18.1,1
6059087103,2016,11.6554,9.8,1.9,0,45.5,22.7,25.8,4.1,10.5,1
6059087105,2016,11.6554,11.8,0.7,0.2,44.9,21.8,27.7,2.8,24.7,1
6059087106,2016,11.6554,12.6,0.4,0,71.8,39.8,38,6.9,13.3,1
6059087200,2016,11.6554,11.3,3.4,0,59,25.4,25.7,8.8,16.8,1
6059087300,2016,11.6554,9.1,1.1,0.2,66.6,25.5,33.7,6.1,20.2,1
6059087401,2016,11.6554,8.1,1.3,0,57.7,22.5,22.7,10,8.8,1
6059087403,2016,11.6554,11.9,0,0.6,87.3,50.4,40.1,9.1,34.1,1
6059087404,2016,11.6554,11.4,1,0,90.8,49.8,41.9,7.2,26.9,1
6059087405,2016,11.6554,12.2,0.8,0,89.5,43.8,43,15.1,30.1,1
6059087503,2016,11.5868,10.75,0.9,0.1,60.1,32,35,3,11.3,1
6059087504,2016,11.5868,10.8,0.5,0.4,80.3,49.2,41.8,3.7,32.7,1
6059087505,2016,11.6554,10.1,2.6,0,63.9,30.6,39.9,5.7,16.3,1
6059087601,2016,11.6554,11.2,2,0,59,33.7,36.2,6.4,21.5,1
6059087602,2016,11.5868,11.55,1.9,0,50.7,31.1,33,3.4,20.8,1
6059087701,2016,11.6085,11.9,0.9,0.1,43.6,26.2,25.3,3.6,9.7,1
6059087703,2016,11.6085,11.8,1.3,0.4,44.3,30.5,30,3.4,19.2,1
6059087704,2016,11.6085,9.1,0.1,0.4,31.3,14.6,23.9,4.1,5.7,1
6059087801,2016,11.4421,12,2.9,0.2,41.4,26.1,30.1,7.6,19.1,1
6059087802,2016,11.6085,12.6,2.7,0,50.8,29.6,28.4,3.5,22.9,0
6059087803,2016,11.6085,11.4,1.2,0,68.2,50.2,44.6,4.9,37.6,0
6059087805,2016,11.6085,10.6,3,0,56.8,35,35.4,6.6,18.3,0
6059087806,2016,11.6085,12.85,2,0,53,39.9,42.2,6.2,20.8,1
6059087902,2016,11.3907,13.9,1.2,2.7,57.9,34.3,37.7,5.1,25.4,0
6059088001,2016,11.3907,11.5,1.2,0.6,35.7,26.1,33.8,5.6,18.9,1
6059088002,2016,11.3907,10.9,0.8,1.3,30,16.2,19.7,4.4,18.2,0
6059088104,2016,11.3907,9,1,0.9,38.4,18.7,31.2,2.3,16.4,1
6059088105,2016,11.3907,10.5,0.7,0,32,24.2,38.1,5,11.9,1
6059088106,2016,11.3907,11.1,1.6,0.1,36.9,17.6,38.4,4.7,15.5,0
6059088107,2016,11.3907,13.9,0,0.1,25.9,30.2,42,5.7,21.1,1
6059088201,2016,11.3907,12.9,2.2,0,42.1,21.6,33.8,8.6,29.7,1
6059088202,2016,11.3907,10.4,2.6,0.4,23.8,17.5,24.9,6,16.1,1
6059088203,2016,11.3907,12.2,1.1,2.6,32.6,22.7,31.8,6.4,16.7,1
6059088301,2016,11.5868,11.4,0.6,0,43.8,28.4,29.2,4,16.9,1
6059088302,2016,11.5868,10.15,0.2,0,22,17.7,29.5,4,8.3,0
6059088401,2016,11.5868,10.6,0.6,0.2,44.6,26.3,30.1,5.3,10.9,1
6059088402,2016,11.5868,9.8,0.8,0,58.1,34.3,32.5,5.1,26,1
6059088403,2016,11.5868,9.55,1.8,0,55.1,24.9,31.7,4.7,11.1,0
6059088501,2016,11.5868,11.5,0.9,0,56,27.8,28.4,6.5,21.1,0
6059088502,2016,11.5868,12.5,0.7,0.7,49.4,28.6,38.8,5,17.4,1
6059088601,2016,11.5868,11.5,1.1,0.7,34.3,24.7,37.8,6.8,13.5,0
6059088602,2016,11.5868,10.2,3.2,1.2,35.7,20.8,28.6,3.3,10.8,0
6059088701,2016,11.3907,12.7,0,0,40.4,29.5,42.3,3.5,27.3,0
6059088702,2016,11.3907,12.7,0.8,0,30.5,29.9,44.3,2.9,16.9,0
6059088801,2016,11.3907,11.3,2,0,23.8,22.1,36.6,3.8,18.4,0
6059088802,2016,11.3907,12.1,0,0.1,33.5,29.7,41.3,5.8,20.5,1
6059088901,2016,10.9962,16.55,1.1,0.8,14.5,30.5,46.1,4.9,24.3,1
6059088902,2016,11.5018,13,0.2,1.1,29.8,30.4,43.2,3.7,20,1
6059088903,2016,11.5018,12.25,0.3,0,23.3,34.4,46.7,5.7,15.8,1
6059088904,2016,10.9962,12.85,0,0,10.1,25,47.4,6,17.5,1
6059088905,2016,10.9962,14.6,0,0,17.1,34.5,50.1,6.1,20.1,1
6059089001,2016,11.5018,13.3,0,0,39.2,37.1,58.1,5.5,23.5,1
6059089003,2016,11.5868,11.3,0,0.6,56.9,38.2,43.7,8,20.6,1
6059089004,2016,11.5018,13.7,0.4,0.2,58.8,44.4,50.3,6.1,24.7,1
6059089102,2016,11.5868,11.55,0.3,0,65.4,33.6,37.1,5,12.2,0
6059089104,2016,11.5018,12.45,0.4,0.3,77.5,47.7,49,7,26,0
6059089105,2016,11.5018,11.7,0.9,0,90.1,57.3,48.6,7.1,28.9,0
6059089106,2016,11.5868,14,0.3,0,68.7,45.3,48.3,3.1,19.1,0
6059089107,2016,11.5868,10.15,0,0,54.7,28.8,36.2,5.6,10.6,0
6059099202,2016,11.5018,12.3,0.9,0.3,53.8,29.7,36.7,5.4,23.9,0
6059099203,2016,11.5018,12.46666667,0.1,0,34.6,29.8,39.3,2.3,12,0
6059099204,2016,11.5018,12,0.3,0,12.2,21.8,42.1,2.4,12.3,0
6059099212,2016,11.0795,9.6,2.2,0,30.1,17.6,17,7.4,21.4,0
6059099214,2016,11.0795,9.7,0,0,11.5,6.5,4.1,2.7,7,0
