Census_Tract,Year,PM2.5,Diabetes,Percent_Black_Only,Percent_American_Indian_and_Alaska_Native_Only,Percent_Hispanic,Education,Linguistic_Isolation,Unemployment,Poverty,Percent_White_Only,latino_bin
6037901008,2014,7.70561,9.8,12.5,0,31.9,15.8,5.9,7.2,9.3,37.2,0
6037901009,2014,7.70561,11.2,15.6,0,27.9,11.1,5.4,4.5,14.4,51.2,0
6037901010,2014,7.7328,11.6,20.5,0.8,33,16.5,8,6.3,34.3,40.2,0
6037901011,2014,7.7328,9.2,15.7,0.5,24.3,10.6,3.5,6.4,13.7,51.5,0
6037901101,2014,7.75103,9.9,8.1,0.5,33,15.3,7.2,7.6,17.9,54.3,0
6037901102,2014,7.75103,9.5,8.8,0.4,36.5,12,6.2,6.4,18.6,49.8,1
6037901205,2014,7.75541,8.1,8.3,0.2,24.7,9.1,4.3,4,10.4,53.7,0
6037901213,2014,7.75541,9.4,4.4,0.8,11.5,7.8,0.7,4.4,3.1,78,0
6037910101,2014,7.75745,12.4,10.6,0,71.5,43.4,35.9,6.6,37.7,11,1
6037910201,2014,7.75745,12.2,10.5,0,54.1,19.7,20.8,9.7,27.8,25.1,1
6037910202,2014,7.7328,9.2,9.9,0.7,28.1,7.3,3.9,3.9,5.5,51.6,0
6037910206,2014,11.9534,7.8,15.1,0,38.8,12.9,6.6,4.5,8.6,26.8,1
6037910207,2014,10.4598,9.3,6.2,0.9,37.6,16.4,8.9,6.5,10.6,38.7,1
6037910208,2014,10.4598,9.4,10.9,0,52.1,16.3,14.1,7.6,8.7,28,1
6037910209,2014,10.4598,8.6,7.9,0,22.8,8.8,3.7,7,5.7,53.5,0
6037910210,2014,10.4598,8.6,17.3,1,26.9,8.6,3.4,7,3.5,45.6,0
6037910301,2014,7.75103,11.4,4.7,0.4,19.2,8.4,4.1,7.5,13.4,66,0
6037910302,2014,11.9534,8.9,4.8,0.3,14.7,10.4,2.1,6.7,5.5,68.4,0
6037910401,2014,11.5499,9,8.4,0.1,48.4,13.7,11.5,7.8,7,31.1,1
6037910402,2014,7.75745,13.4,16.1,0,69.8,44.6,31.4,16,47,9.7,1
6037910403,2014,11.5499,12.8,5,0,85.9,49.7,36.4,15.8,61.4,4.6,1
6037910404,2014,11.5499,11.5,9.4,0.8,67.4,44,24.8,8.7,30.3,19.2,1
6037910501,2014,7.75745,14.7,31.9,0,53.2,35.6,16.4,13.7,70.8,7.1,1
6037910502,2014,7.75745,13.6,18.1,0.6,60.6,44.3,27.1,11.9,38.2,18.3,1
6037910504,2014,11.5499,13.2,8.3,0,78.7,43.7,27.2,11.7,36.1,12.6,1
6037910505,2014,11.5499,11.8,7.8,0.2,60.1,30.4,23.7,7,20.6,28,1
6037910601,2014,7.75745,14,5.4,0.4,72.6,43.2,25.9,12.2,31.2,18,1
6037910602,2014,11.194,12.2,21.6,0,58.4,25.7,16.9,10.9,35.6,14.7,1
6037910603,2014,11.194,12.8,10.6,0,67.7,31.5,22.4,5.6,25.2,14.6,1
6037910605,2014,11.194,11.8,11.8,0.2,69,36.5,16.9,7.3,27.8,15.2,1
6037910606,2014,11.194,12.6,20.4,0,66.5,30.2,21.9,16.5,23.3,10.5,1
6037910705,2014,9.69771,10.1,21.1,0,61.3,26.3,19.9,7.5,12.5,13.7,1
6037910706,2014,9.69771,10.7,11.7,0,78.3,35.7,23.5,6.8,17.6,6.5,1
6037910707,2014,11.5499,11.5,15.1,0.3,58.4,25.4,16.2,12,19.5,20.2,1
6037910709,2014,10.7299,12.2,9,0,44.4,21.6,10.2,12.9,13.8,44.2,1
6037910711,2014,11.194,13.5,15.8,0.6,63.2,35.5,17.7,5.7,26.2,14.6,1
6037910712,2014,11.194,11.1,14.6,0.5,56.5,26.1,16.3,11.5,16,26.2,1
6037910713,2014,11.194,12.2,11.8,0.3,73.5,34.9,24.6,11.3,18,11.9,1
6037910714,2014,9.69771,12.2,7.3,0.5,77.4,40.2,26.2,5.9,16.5,9.8,1
6037910715,2014,11.194,11,16.4,3,62.5,26,20.4,8.9,18.5,11.9,1
6037910716,2014,11.194,10.6,13.5,0.2,55.3,18.9,9.3,5.3,15.5,25.2,1
6037910807,2014,11.8513,8.1,5.5,0,28.3,10.5,3.3,6,7,51.5,0
6037910808,2014,12.0161,7.9,1.7,1.9,17.9,12.7,2.8,6.5,1.9,65.9,0
6037910809,2014,11.8513,8.8,1.1,0,18.8,3.6,3.8,9.4,9.6,72,0
6037910810,2014,12.0413,7.7,3.5,0,32.3,7.8,10.2,5.3,5.3,54.9,0
6037920013,2014,11.7321,9.7,2.5,0.4,26.2,7.4,5.3,6.8,2.9,58,0
6037920015,2014,11.3827,7,2.5,0,23.2,2.7,4.1,3.8,3.7,62.2,0
6037920016,2014,11.3827,6.7,1.3,0.8,17.2,7,2.1,5.7,4.5,65.9,0
6037920017,2014,11.7321,8.6,0.4,0.2,34.8,8.8,6.6,6,5.4,55.6,1
6037920018,2014,11.3827,7.6,1.9,0,25.6,4,5.7,5.6,8.3,63.7,0
6037920020,2014,11.3827,7.8,0.8,0,26.2,7,8.9,9.7,6.3,65,0
6037920023,2014,11.7321,10,0.3,0,58.1,27.9,25.3,5.2,10.6,39,1
6037920028,2014,11.7321,7.1,3.1,0,28.1,4.9,3.1,7.4,5.9,53.9,0
6037920029,2014,11.7321,7.9,2.6,0,36,4.2,12.8,9.3,4.8,47.9,1
6037920030,2014,11.7321,7.5,6,0,31.8,10.6,7.4,7.5,11.6,42,0
6037920031,2014,11.8169,11.7,3.4,0.4,13,8.1,3.1,3.4,5.9,69.3,0
6037920032,2014,11.709,7.7,2.2,0,23.5,7.4,2.5,5.4,1.3,57.3,0
6037920034,2014,11.7961,9.1,4.7,0,31,10.2,4,8.1,21.6,51.5,0
6037920035,2014,11.7961,8.8,0,0.3,50.1,20.1,15.6,9.8,11.8,39.6,1
6037920036,2014,11.7961,8.7,3.4,0.5,47,21.7,15.8,4.2,13.5,43.5,1
6037920037,2014,11.7961,9,5.5,0,63.3,25.9,24.3,8.3,28.3,22.3,1
6037920038,2014,11.7961,9.1,5.4,0,54.6,18.2,17.2,9.6,22.6,27.7,1
6037920039,2014,11.7961,8.3,0.3,0,28.8,8.7,0.7,5.4,3.2,55.5,0
6037920040,2014,11.7961,7.9,6.7,0,24.9,8.2,3.9,10,11.9,38.8,0
6037920041,2014,11.7961,7.9,11.3,0,32.5,8.9,2.8,8.3,9.4,39,0
6037920042,2014,11.8967,9.1,7.5,0,31.2,7.6,5,4.8,11.6,42.7,0
6037920043,2014,11.8967,8.7,3.1,0,26.6,9.7,2.6,4.6,1.7,38.7,0
6037920044,2014,11.7321,7,0.1,0,17.4,7.3,3.8,3.9,1.8,59.5,0
6037920045,2014,11.3827,7,1.9,0.4,20.1,1.7,1,6.3,5.1,60.2,0
6037920108,2014,9.80715,5.5,1.7,0,11.8,2.4,0.1,7.1,3.8,51.2,0
6037920109,2014,9.80715,7.8,2.7,0,20.7,3.3,3,1.3,2.9,53.6,0
6037920110,2014,11.3974,6.1,0.2,0,12.3,1.7,2.5,7.9,4.6,68.2,0
6037920111,2014,9.80715,7.9,3.2,0,21.6,5.6,3.7,6.5,6.6,57.7,0
6037920112,2014,11.3974,9.1,3.5,0,13.9,5.8,2.2,8.7,6,76.1,0
6037920114,2014,11.3974,5.3,5.3,0,18.8,0.3,0,5.7,5.1,50.3,0
6037920115,2014,11.3974,7.4,1.4,0,28.6,5.7,4,7.1,4.6,55.1,0
6037920312,2014,11.8169,9.8,3.4,0.2,35.6,13.7,12.1,8.6,9.3,48.7,1
6037920313,2014,12.3273,8.6,0.6,0,33.9,14.7,7.3,7.5,9,55.6,0
6037920314,2014,11.7321,7.1,0.2,0,25.2,6,5,4.9,2.7,59.3,0
6037920322,2014,12.3273,8.6,3.7,0,23.2,3.8,1.1,5.7,1,64.2,0
6037920328,2014,11.3974,6.3,0.6,0,10.4,3.8,1.5,3.2,9.9,72.9,0
6037920329,2014,11.3974,6.9,0.9,0.6,20.7,4.4,2.3,6.6,5,58.9,0
6037920330,2014,12.3273,8.3,0.5,0,26.2,5.7,2.8,6.8,7,57.5,0
6037920331,2014,12.3273,9.3,1.3,0,17.6,9.2,3.7,7.5,6.2,69,0
6037920332,2014,11.8169,6.1,3.1,0.4,27.8,16.1,5.6,5.7,6.8,50.4,0
6037920334,2014,12.3273,8.6,0.7,0,21.5,9.9,5.4,5.2,10.5,68.2,0
6037920336,2014,12.3273,9.6,0.9,0,74.1,40.3,34.9,9.1,25.5,20.5,1
6037920337,2014,11.8169,9.5,6.6,0,72.6,36.4,29.8,8.7,24.8,10.9,1
6037980008,2014,12.6952,12.4,0,0,58.2,33.6,22.8,0,42.6,41.8,1
6037980010,2014,13.0471,21.9,1.2,0,34.7,43,12.7,10.9,68.3,20.8,1
6037980015,2014,13.8153,7.1,27.5,0,35.6,30.9,24.3,10.3,35.7,19.7,1
6037980019,2014,12.574,8,3.1,0,16.7,-0.1,0,3,0,71.5,0
6037980024,2014,12.6285,8.4,5.1,9.7,6.5,6.1,10.8,3.9,0,45.8,0
6037980031,2014,13.6106,10,24.4,1.8,31.7,22.3,16.1,0,0,35.8,0
6047001002,2014,11.367,7.8,5.8,0,29.4,9.5,4.4,10.3,15.1,39.8,0
6047001003,2014,11.3574,11.6,8.6,0.2,55.9,25.8,18.1,16.7,38.8,21.9,1
6047001004,2014,11.3574,11.4,7.8,0,41.9,21.3,8.8,6.8,29,43.6,1
6047001005,2014,11.3696,12,10.8,1.3,50.2,31,12.1,10.6,36.9,22.7,1
6047001101,2014,11.3574,9.5,1,0,30.3,9.6,2.2,7.7,23.9,56.2,0
6047001200,2014,11.35,10.4,4.7,1.1,36.7,13.9,7.7,7.3,14.5,50.3,1
6047001301,2014,11.3574,11.4,5.7,0,58.6,20.1,9,5.1,31.2,33.4,1
6047001302,2014,11.3574,12.9,4.2,1.3,45.9,29,8.9,17,47.5,38.9,1
6047001401,2014,11.3574,12.5,2.5,2.1,39.7,28.8,9.8,15.9,29.8,44.6,1
6047001402,2014,11.35,11.5,5.7,0.5,41.3,14.3,6.7,12.8,27.6,37.8,1
6047001501,2014,11.5687,12.4,2.2,0.1,61,39.5,16.6,12,32.8,23.6,1
6047001502,2014,11.3574,15.5,5.7,1.7,78,52.6,32.9,17.4,42.1,7.5,1
6047001503,2014,11.5687,15.5,6.8,0.3,67,62.2,29.2,9.6,48.2,9.4,1
6047001601,2014,11.5687,13,6.5,0,82.7,64.8,37.6,6.6,58.3,2.2,1
6047001602,2014,11.5687,10.8,5.8,1.3,66.8,45.1,22.5,10.2,34.5,8.2,1
6047001700,2014,11.906,11.9,3,0,54.5,29.2,11.9,10.2,39.1,28.4,1
6047001801,2014,11.3598,7.9,3.9,0,29.6,5,0.4,13.5,7.3,47.3,0
6047002600,2014,11.906,8.1,6.9,0,44.3,13.5,2.7,6,15.9,36.7,1
6053000501,2014,5.33936,12.5,0,0,93.7,65.3,68.8,7,36.4,6.3,1
6053000502,2014,5.33936,12,0,0.2,88.9,49.5,45,9.1,18.1,6.1,1
6053000600,2014,5.3794,12.6,0,0.3,93.7,66,66.1,4.2,26.5,5.3,1
6053000701,2014,5.3794,11.7,0.2,0,96.9,66.7,61.8,8.2,41.3,2.8,1
6053000702,2014,5.3794,12.2,0,0,99.5,78.5,69.6,3.6,42.1,0.3,1
6053000800,2014,5.3794,11.6,0.2,0,98.1,58.4,57.4,6.8,22.7,1.2,1
6053000900,2014,5.33936,12.3,0,0,94.4,62.2,59.6,10.8,32.2,3.6,1
6053001200,2014,5.33936,10.6,1.4,0,28.3,12.4,7.9,7.3,18.1,65.2,0
6053001300,2014,5.33936,14.3,4.8,0.1,80.6,43.4,38.4,3.6,39.9,9.6,1
6053001400,2014,5.33936,9.5,3.3,0,41.8,14,9.6,3.7,12.2,49.2,1
6053001500,2014,5.33936,9.3,0.3,0,45.3,5.2,5.7,6.9,9.5,47.5,1
6053001600,2014,5.33936,10.2,1.9,0,36.4,18.3,14.8,7.1,12.3,53.1,1
6053001700,2014,5.33936,10.5,2.5,0,61.4,31,22.1,6.2,13.8,27.2,1
6053001801,2014,5.33936,11.5,2.2,0,60.1,33.1,25.7,5.1,20,20.7,1
6053001802,2014,5.33936,9.6,0.5,2,70.2,28.5,24.8,3.2,25,15.6,1
6053010504,2014,6.45631,10.1,2,0.3,67.3,18.9,21.8,14.1,18.4,20.2,1
6053010505,2014,5.60482,11.7,0.8,0,81.5,39.5,33.5,5.3,16.8,15.6,1
6053010506,2014,5.60482,11.1,1.2,0,80.6,53.8,45.4,7.9,28,10.8,1
6053010603,2014,5.3794,8.9,3.6,0.2,60.6,17.7,19.5,6.6,7.6,17.7,1
6053010604,2014,5.3794,10.1,0.7,0.1,81.7,45.5,37.1,4.5,14.4,6.3,1
6053010605,2014,5.3794,9.4,0.2,0,87.7,49.6,43.4,5.2,15.4,3.9,1
6053010606,2014,5.3794,10,0.8,0,76.5,40.7,43.3,5.4,14.3,14.5,1
6053010607,2014,5.3794,11.4,1.1,0.4,94.8,66.3,63.5,5.5,29.9,2.1,1
6053010608,2014,5.3794,8.5,2.6,0.1,85,48.9,42.7,8.1,17.6,9.8,1
6053014500,2014,5.3794,10.5,1.2,0,46.4,18.3,11.8,4.7,13.3,44.4,1
6055200201,2014,8.62096,8.6,0.7,0,39.5,18.8,13.5,9.5,9.3,58,1
6055200202,2014,9.12525,9.5,1.4,0.1,48.7,25.6,23.4,6.6,20.6,45.7,1
6055200203,2014,9.12525,8.6,1.8,0,33.5,21.6,17.6,9,7.3,62.2,0
6055200301,2014,9.12525,9.3,1,0,55.4,25.9,25.5,8.9,16.9,40.5,1
6055200302,2014,9.12525,8.7,2.1,0,41,13.9,17.8,6.6,7.7,54,1
6055200400,2014,8.93337,8.4,1.9,0,27.2,8.6,8.5,4.2,3.3,66.7,0
6055200501,2014,9.25812,9,1.1,0,51.1,32,28,9.2,7.4,47.4,1
6055200503,2014,9.12525,8.5,2.4,0,54.1,33.4,29.6,10.6,15.3,40.4,1
6055200504,2014,8.93337,9.7,0.5,0.3,49.2,29.1,23.7,5,9.6,46.9,1
6055200505,2014,8.93337,8,0.2,0,47.9,27.6,28,9.7,16.3,47.8,1
6055200601,2014,9.25812,9.3,0,0,36.8,22.3,15.1,3.6,7,56.1,1
6055200602,2014,9.25812,10.6,0.2,0,25.2,10.5,9.2,3.6,5.9,70.5,0
6055200703,2014,9.25812,8.8,0,0,9.6,4.1,0.2,2.1,1.6,83.9,0
6055200704,2014,9.25812,11.7,0.4,0.4,49.3,21.6,15.7,7.3,15.6,46.7,1
6055200705,2014,8.62096,10.1,0.2,0.4,48.3,26.4,17.4,5.7,22.3,48.3,1
6055200706,2014,9.25812,8.6,0.1,2.8,27.7,11.1,5.6,3.4,8.6,64.8,0
6055200707,2014,9.25812,9.1,0.7,0,20.4,6.7,6.6,6.1,6.4,70.9,0
6055200802,2014,8.62096,8.4,2.9,0.5,17.1,8.8,5.1,5,8.3,73.5,0
6055200803,2014,8.62096,10.1,0.1,0,30.5,13.6,16.6,4.6,13.9,67.7,0
6055200804,2014,8.62096,9.5,1,0.7,70.7,41.9,41.8,8.7,17.8,27.5,1
6055201101,2014,9.25812,8.8,0.5,0.3,8.4,5.5,0.4,2.5,0.3,81.4,0
6055201200,2014,9.01419,12,0,0,32.2,17.3,13.5,5.7,12.4,58.8,0
6059001503,2014,13.3626,10.5,0.5,0.4,35.3,13.9,9,7.1,20.1,51.8,1
6059001505,2014,13.3626,8.8,2.7,0.2,21.3,6.2,4.4,6.3,7.5,53.3,0
6059001601,2014,13.3626,9.8,1.2,0,18.1,6.2,2.6,6,4.1,52.4,0
6059001602,2014,13.3306,8.7,2.5,0,11.6,2.9,0.7,2.2,4.5,58.6,0
6059001704,2014,13.181,7.9,0.8,0,7.4,5.5,0,4.1,13.4,20,0
6059001705,2014,13.3626,12.1,2.5,0,51.6,12.2,15.5,6.7,20.1,32.3,1
6059001706,2014,13.3306,9.9,0.7,0,12.7,3.7,1.1,2.9,7.3,61.5,0
6059001707,2014,13.1934,8.8,3.5,0,14.6,2.5,3.7,4.5,6.1,16.4,0
6059001708,2014,13.1934,10.4,1.5,0,17,6.5,2.4,2.7,7.4,37.3,0
6059001801,2014,13.181,9.55,5.7,0.5,59.4,26.8,24.6,9.6,35.2,10.1,1
6059001802,2014,13.181,11.4,6.7,0.4,64.9,26.8,18.4,10.8,36.5,15.8,1
6059001901,2014,13.181,8.4,1.7,0,51.3,15.5,15.3,8.5,3.1,32,1
6059001902,2014,13.181,9.4,1.7,0.5,47.2,23.6,13,10.5,12.6,35.1,1
6059001903,2014,13.181,10.8,1.4,0.2,56.7,28.1,21.5,7.8,14.7,27.2,1
6059011000,2014,13.181,8.6,1,0,27.9,10.8,8.6,5.9,6.5,48.4,0
6059011101,2014,13.3306,10.2,4,0.3,60.3,26.7,24.4,7.2,24.4,23.9,1
6059011102,2014,13.3306,10.2,1.5,0,55.1,24.5,18,10.3,11.9,25.1,1
6059011200,2014,13.3306,10,1.1,0.2,38.7,13.9,12.9,7.5,15.2,51.2,1
6059011300,2014,13.3306,7.4,4.1,0,24.3,8.6,2.9,9,14.9,56.8,0
6059011401,2014,13.3306,8,1.5,0,16.8,5.2,2.4,5.4,8.7,74.4,0
6059011402,2014,13.3306,8.5,1.2,0.7,15.4,3.5,2.4,7,4.4,72.4,0
6059011403,2014,13.3306,9.4,0.8,0.3,49.3,21.2,13.4,6.8,27,34.6,1
6059011502,2014,13.0749,8.3,1.6,0,47.7,18.9,7.5,6,14.1,30.6,1
6059011503,2014,13.3306,9.1,2.6,0,15.3,8.9,1.9,7.4,6.5,60.9,0
6059011504,2014,13.0749,4.1,1.8,0,27.5,11,4.7,7.4,33.8,46.7,0
6059011601,2014,13.3306,9.1,3.5,0.6,75.5,32.6,38.9,7.9,27.9,11.3,1
6059011602,2014,13.3306,12.35,0.6,0,75.2,33.4,32.7,6.8,21.8,17.2,1
6059011707,2014,13.1,7.2,1.5,0,18.9,4.7,0.7,7,10.4,52.8,0
6059011708,2014,13.0749,5.5,4.9,0,25.6,7.3,2,5,24.3,42.3,0
6059011711,2014,13.0749,6.5,2,0.3,40.7,20.5,15.3,6.3,30.8,34.6,1
6059011712,2014,13.0749,3.1,2.9,0.1,44.3,17.4,10.9,6.9,7.6,31.5,1
6059011714,2014,13.0749,5.5,0.4,0,57.3,17.9,21.5,1.4,8.6,26.5,1
6059011720,2014,13.0749,10.8,1.4,0.1,88.7,58.3,44.2,8,36.2,6.8,1
6059011722,2014,13.0749,12.1,4.1,0,33.3,12.7,4.7,5,8,49,0
6059021807,2014,13.0911,7.5,3,0,32.9,9.9,6.6,6.4,5.6,51.8,0
6059021812,2014,13.0388,7,2.2,0,14.5,4.5,2,7.6,2.6,67.5,0
6059021903,2014,13.0388,9.3,2.4,0,37.8,10.7,6.1,9.8,9.5,43.6,1
6059021905,2014,13.0911,8.4,0.9,0,19.5,7.2,2.7,5.2,2.3,64,0
6059021912,2014,12.8889,7.5,0.8,0.2,10.8,4.5,0.6,3.1,2.9,59.3,0
6059021913,2014,12.9347,10.5,1.7,0,67.5,38.3,34.2,4.7,17.1,20.6,1
6059021914,2014,12.9347,8.8,1.3,0.1,33.5,13.6,13,4.9,11.5,50,0
6059021915,2014,12.9896,8.8,0.7,0,17.9,4.7,2.2,2.1,3.2,57.5,0
6059021916,2014,12.9896,9.1,1.4,0,7.2,5.3,0.9,3.1,1.5,68.7,0
6059021917,2014,12.887,8.6,0,0,13.6,0.7,0.8,6.7,2.2,74.2,0
6059021918,2014,12.9347,8.7,0,0.7,27.5,9.7,11.5,3.9,11.2,50.7,0
6059021919,2014,12.8889,8.8,1.2,0,20.4,5.7,1.8,3.7,5.4,56.1,0
6059021920,2014,12.8889,7.35,0.5,0.5,12.4,3.9,1.3,3.6,2.9,59.4,0
6059021921,2014,13.0911,7.6,1.1,0,14.3,2.4,0.2,6.2,0.2,61.2,0
6059021922,2014,13.0911,7.3,0.3,0,15.8,7.1,2.4,7.2,3.6,56.5,0
6059021923,2014,12.9539,5.35,3.7,0.3,10.9,2.3,1.4,4.5,2.2,59.4,0
6059021924,2014,12.9539,6.8,0.2,0,21.3,4.2,2.6,3.3,3.6,48,0
6059032002,2014,12.456,8.4,2.4,0.2,20.2,13.1,7.9,3,5.6,69.3,0
6059032003,2014,12.456,8.2,0,0,13.6,9.1,2.5,4.1,4.3,76.2,0
6059032012,2014,12.456,7.9,1.3,0,14.7,1.7,0.9,6.2,4.1,75.8,0
6059032013,2014,11.508,8.5,2.4,1.2,11.2,7.1,0.9,2.7,7.8,73.6,0
6059032014,2014,12.703,11.7,4.3,0.2,56.7,26.1,23.5,5.1,18.9,30.6,1
6059032015,2014,12.703,9.1,0.5,0,17.8,7.6,6.6,3,9.8,67.8,0
6059032020,2014,12.456,7.3,0,0,13.9,1.4,2.9,6,1,76.5,0
6059032022,2014,11.508,7.6,1.4,0.4,47.8,13.9,17,10.1,10.1,41.7,1
6059032027,2014,13.0065,6.45,1.7,0.5,43.5,11.4,13.8,4.2,9.6,40.4,1
6059032028,2014,12.456,7.2,0.4,0,22.8,6.8,4.8,6.5,6.2,64.3,0
6059032029,2014,13.0065,6.7,1.2,0,24.9,6,5.2,6.6,8.4,54,0
6059032030,2014,13.0065,7.7,3.3,0.5,17.4,5.7,3.4,6.9,4.1,69.9,0
6059032031,2014,13.0065,7.9,0,0,18.5,4.3,1.9,5,12.2,70,0
6059032032,2014,13.0065,7.7,0.3,0,10.7,2.3,1.5,6.8,5,76.4,0
6059032033,2014,13.0065,6.4,2.9,0.3,18.4,4.6,2.8,3.8,11.1,63.8,0
6059032034,2014,12.7925,6.8,0.8,0.8,8.4,1.9,1.3,4.5,1.2,75.8,0
6059032035,2014,13.0065,9.1,1.5,1,10.3,4,1.2,3.7,4.6,74.6,0
6059032036,2014,12.456,9.1,0,0.3,18.7,5.3,3.9,8.6,7.4,67,0
6059032037,2014,12.456,11.9,1.4,0,4.2,4.8,0,5.1,4.1,86.6,0
6059032038,2014,12.456,6.7,0,0,6.8,3,0.9,2.9,3.7,74.4,0
6059032039,2014,11.508,6.3,3.7,0,17,3.1,2.1,4.6,2.2,66.3,0
6059032040,2014,12.456,7.8,1.4,0,7.9,2.7,0.7,4.1,4.7,83.5,0
6059032047,2014,13.0065,6.05,3.6,0.1,26.7,5.6,4,7.9,5.7,51.5,0
6059032048,2014,12.7925,10.9,1.2,0,13.6,4.5,1.9,4.1,3.8,68.4,0
6059032049,2014,12.7925,5.7,0.7,0,12.4,4.5,3.6,2.6,4.3,65.9,0
6059052404,2014,13.0794,3.7,3.4,0.9,29,18.5,14.5,1.4,1.7,37.7,0
6059052408,2014,12.7743,8,0.6,2.3,8.5,5.1,1.3,6.7,4.3,72.9,0
6059052410,2014,12.7743,9.5,2.4,0,28.6,17.7,12.3,4.5,3.4,51.7,0
6059052411,2014,12.7743,8.8,2.4,0,34.2,16.6,15,4.5,9.5,43.5,1
6059052415,2014,12.7743,7.9,8.4,0,12.4,2,0.7,7.1,2.4,65.6,0
6059052416,2014,12.7743,8.4,3.2,0,30.9,8.6,9.3,3.5,5.5,53.3,0
6059052417,2014,13.1057,8.3,0.5,0.3,7.8,5.1,0.6,2.9,3.5,41.9,0
6059052418,2014,13.1057,5.2,2.4,0,10.1,2,1.3,4.5,10.7,32.2,0
6059052419,2014,12.887,6.4,0.5,0,7.6,1.5,1.5,3.5,3.2,54.7,0
6059052420,2014,12.834,6.1,1.7,0.9,5.8,4.2,1.1,5,7.2,37.3,0
6059052421,2014,12.834,7.9,1.2,0,9.9,3.8,1.2,6.9,10.3,55.9,0
6059052422,2014,13.3367,6.6,0,0.6,14.8,5.2,2.2,3.9,1.7,62.4,0
6059052423,2014,13.0065,6,1.5,0.5,22.9,6.3,6.4,2.9,9.7,47.2,0
6059052424,2014,13.0065,7.2,0.4,0,20.3,5.4,5.9,4,11.5,55.9,0
6059052425,2014,13.0065,6.4,1.2,0,20.5,2.5,3.5,3.9,10.2,66.4,0
6059052426,2014,12.834,4.95,0.6,0,7.8,-0.1,0.4,5.2,7.5,56.1,0
6059052427,2014,13.3367,5.6,0.5,0,11.4,2.2,0.2,4,1,61.1,0
6059052428,2014,13.3367,5.8,1.1,0,16,3.5,0.6,4,1.6,63.5,0
6059052502,2014,12.8123,8.4,1.1,0.4,25.2,8.6,7.5,5.7,3.7,50.7,0
6059052505,2014,13.1057,9,0.3,0,15.6,7.2,3,3.4,10,41.9,0
6059052506,2014,13.1057,8.1,3.7,0.2,10.4,5.8,0.9,5.3,5.6,58,0
6059052511,2014,12.9863,8.5,2,0.2,6.2,6.4,0.4,6,7.3,63.5,0
6059052513,2014,13.1057,7.8,1.7,0.8,5.4,6.1,1.1,2.1,10.8,63.4,0
6059052514,2014,12.3647,7.6,0.5,0,11.5,4.3,1,6.8,14.4,54.9,0
6059052515,2014,12.9863,6.1,2.2,0,12.1,3.9,0.8,3.9,11.5,26.1,0
6059052517,2014,13.1057,5.4,7.5,0,8.2,4.4,0.9,7.5,8.7,40.9,0
6059052518,2014,11.9071,3.2,0.9,0,7.8,0,0,3.6,12.2,57.8,0
6059052519,2014,12.9863,6.2,2.3,0,5.3,4,0.9,5.3,10.3,59.1,0
6059052520,2014,12.9863,7.3,0,0,8.4,2.9,0.2,3.2,5.4,56.8,0
6059052521,2014,12.9863,5.9,3.2,0.5,13.7,3.3,2,4.8,16.7,39.9,0
6059052522,2014,12.9863,6.6,3.5,0,10.6,1.8,0.7,2.6,8.7,34.4,0
6059052523,2014,12.9863,6.6,1,0.9,7.5,4.1,0.6,5,11.3,45.9,0
6059052524,2014,12.8123,7.1,1.9,1,23,5.2,3.2,7.6,19.1,43.5,0
6059052525,2014,12.834,6.5,2.5,0,10.4,4.6,2.9,5.3,5.4,35.3,0
6059052526,2014,13.1057,7.7,1.6,0,14.3,7.4,1.1,5,6.9,44.5,0
6059052527,2014,12.9863,7.4,2.8,0,9.3,4.7,1.4,4.8,4.9,41.7,0
6059052528,2014,12.9863,7.9,1.1,0.9,22.2,9.2,2.1,2.4,12.5,36.6,0
6059062604,2014,11.9071,5.5,0.1,0,6.1,2.3,0.3,3.9,6.5,57.4,0
6059062610,2014,11.9196,4.9,0.9,0,10.2,4.1,1.8,4.4,19.7,52.6,0
6059062611,2014,12.3647,6.6,7.6,0,11.6,4.1,1.5,6.3,38.8,39.6,0
6059062612,2014,12.3647,8.3,0,0,7,3.8,0.7,6.4,14,61.6,0
6059062614,2014,12.3647,2.9,1.4,0.3,17.8,0.7,1.6,3.2,41.7,39.2,0
6059062626,2014,12.3647,4.4,1.6,0,12.6,5.4,1,4.4,57.4,31.6,0
6059062627,2014,12.3647,9.1,0,0.9,15.1,10.1,0.8,4.2,46,36.7,0
6059062628,2014,12.3647,5.5,0.9,0,8.3,2.8,2.7,6,7.4,44.9,0
6059062629,2014,12.3647,8.1,1,0,3.5,2.6,1,5.2,7,66.9,0
6059062630,2014,12.3647,8.4,0.4,0,0.3,1.4,0,4.8,3.2,69.2,0
6059062631,2014,12.3647,8.4,0.7,0.3,3.2,1.4,0.7,4.3,2.6,69.2,0
6059062642,2014,11.7412,10,0,0,6.3,1.4,1.3,0.8,9.6,82.7,0
6059062643,2014,11.8173,7.7,0,0.2,3.6,1.2,0.1,2,3.3,74.1,0
6059062644,2014,11.7412,6.8,0,0,10.1,2.2,1.7,4.3,10,79.4,0
6059062645,2014,11.8173,7.4,0,0,5.8,2,1.5,3.3,4.9,74.4,0
6059062701,2014,11.7412,7.8,0,0,12.3,1,0.9,0.9,8.3,82.3,0
6059062702,2014,11.7412,7.1,0,0.6,8.3,3.1,0.7,3.4,5.8,88.4,0
